timestamp,energy_price
2025-05-18T02:40:00,1.613559162385
2025-05-18T02:45:00,1.811148315023
2025-05-18T02:50:00,1.740394675855
2025-05-18T02:55:00,1.737895414107
2025-05-18T03:00:00,1.359684763894
2025-05-18T03:05:00,2.022641177017
2025-05-18T03:10:00,1.984757543797
2025-05-18T03:15:00,1.787038251269
2025-05-18T03:20:00,1.951984410594
2025-05-18T03:25:00,2.121325084996
2025-05-18T03:30:00,1.700200193132
2025-05-18T03:35:00,1.758410798784
2025-05-18T03:40:00,1.784954825021
2025-05-18T03:45:00,1.571757186189
2025-05-18T03:50:00,1.596337984285
2025-05-18T03:55:00,1.884586379345
2025-05-18T04:00:00,1.849934691053
2025-05-18T04:05:00,2.168812379585
2025-05-18T04:10:00,1.873469595432
2025-05-18T04:15:00,2.187629839032
2025-05-18T04:20:00,1.504808319861
2025-05-18T04:25:00,1.707632208964
2025-05-18T04:30:00,1.863555785504
2025-05-18T04:35:00,2.049887595288
2025-05-18T04:40:00,1.796114543484
2025-05-18T04:45:00,2.002443901291
2025-05-18T04:50:00,2.102496719657
2025-05-18T04:55:00,2.116016221212
2025-05-18T05:00:00,2.241723700013
2025-05-18T05:05:00,1.609696800359
2025-05-18T05:10:00,1.809556044281
2025-05-18T05:15:00,2.276095618738
2025-05-18T05:20:00,1.753738780293
2025-05-18T05:25:00,1.789678859991
2025-05-18T05:30:00,1.899306991084
2025-05-18T05:35:00,2.202569409274
2025-05-18T05:40:00,1.739989607336
2025-05-18T05:45:00,1.68618664547
2025-05-18T05:50:00,1.807011752999
2025-05-18T05:55:00,2.164588008687
2025-05-18T06:00:00,1.995277622861
2025-05-18T06:05:00,1.493536387818
2025-05-18T06:10:00,1.958272885452
2025-05-18T06:15:00,1.90151516101
2025-05-18T06:20:00,2.069850017022
2025-05-18T06:25:00,1.961150597776
2025-05-18T06:30:00,1.994482501503
2025-05-18T06:35:00,1.948104463332
2025-05-18T06:40:00,1.789556849402
2025-05-18T06:45:00,2.012656506783
2025-05-18T06:50:00,1.852891392503
2025-05-18T06:55:00,1.984922569026
2025-05-18T07:00:00,2.312780431528
2025-05-18T07:05:00,1.856604799657
2025-05-18T07:10:00,1.955594294382
2025-05-18T07:15:00,1.956142859092
2025-05-18T07:20:00,1.839462620526
2025-05-18T07:25:00,2.148083183215
2025-05-18T07:30:00,2.046151052955
2025-05-18T07:35:00,2.174145966826
2025-05-18T07:40:00,1.590977660327
2025-05-18T07:45:00,2.168878051378
2025-05-18T07:50:00,2.014019846452
2025-05-18T07:55:00,2.072147480881
2025-05-18T08:00:00,1.966121554896
2025-05-18T08:05:00,1.861654882672
2025-05-18T08:10:00,2.062838857089
2025-05-18T08:15:00,1.893068968254
2025-05-18T08:20:00,1.99684268623
2025-05-18T08:25:00,2.035041011487
2025-05-18T08:30:00,1.990673252702
2025-05-18T08:35:00,1.906725292928
2025-05-18T08:40:00,2.169523583927
2025-05-18T08:45:00,1.829852903244
2025-05-18T08:50:00,1.789116422885
2025-05-18T08:55:00,1.70134311885
2025-05-18T09:00:00,1.602226408902
2025-05-18T09:05:00,1.96525164901
2025-05-18T09:10:00,1.930086203841
2025-05-18T09:15:00,1.548274150071
2025-05-18T09:20:00,2.003901450055
2025-05-18T09:25:00,2.130328135852
2025-05-18T09:30:00,1.886838716573
2025-05-18T09:35:00,1.975055131214
2025-05-18T09:40:00,2.06959477881
2025-05-18T09:45:00,1.879290097263
2025-05-18T09:50:00,1.965272600833
2025-05-18T09:55:00,2.066139373662
2025-05-18T10:00:00,1.966896464264
2025-05-18T10:05:00,2.019972127743
2025-05-18T10:10:00,1.999911026406
2025-05-18T10:15:00,2.068644133447
2025-05-18T10:20:00,1.693610863493
2025-05-18T10:25:00,1.999645777739
2025-05-18T10:30:00,2.051932147711
2025-05-18T10:35:00,2.019760892498
2025-05-18T10:40:00,2.212888790538
2025-05-18T10:45:00,1.778844681242
2025-05-18T10:50:00,1.915370415131
2025-05-18T10:55:00,2.26754055875
2025-05-18T11:00:00,2.101410300349
2025-05-18T11:05:00,1.796793254399
2025-05-18T11:10:00,1.875266380469
2025-05-18T11:15:00,1.80192310627
2025-05-18T11:20:00,1.741458052215
2025-05-18T11:25:00,1.717013943611
2025-05-18T11:30:00,1.890311019964
2025-05-18T11:35:00,1.759664020483
2025-05-18T11:40:00,2.098327546299
2025-05-18T11:45:00,1.899334051603
2025-05-18T11:50:00,1.865233467241
2025-05-18T11:55:00,1.993990244482
2025-05-18T12:00:00,1.887484611105
2025-05-18T12:05:00,1.988640392331
2025-05-18T12:10:00,1.856722291001
2025-05-18T12:15:00,1.733775144385
2025-05-18T12:20:00,1.723213134762
2025-05-18T12:25:00,1.450774998628
2025-05-18T12:30:00,1.953247352626
2025-05-18T12:35:00,1.567860904436
2025-05-18T12:40:00,1.739023774326
2025-05-18T12:45:00,1.916971230308
2025-05-18T12:50:00,1.558114817882
2025-05-18T12:55:00,1.882447497926
2025-05-18T13:00:00,1.678825322748
2025-05-18T13:05:00,1.914677376122
2025-05-18T13:10:00,1.847619854303
2025-05-18T13:15:00,1.647303558585
2025-05-18T13:20:00,2.045373932422
2025-05-18T13:25:00,2.108145792195
2025-05-18T13:30:00,1.652865011374
2025-05-18T13:35:00,1.795169216859
2025-05-18T13:40:00,1.842497042378
2025-05-18T13:45:00,2.038151027851
2025-05-18T13:50:00,1.46302503467
2025-05-18T13:55:00,1.885973834448
2025-05-18T14:00:00,1.607667524625
2025-05-18T14:05:00,1.676715213828
2025-05-18T14:10:00,1.776497930802
2025-05-18T14:15:00,1.835193186982
2025-05-18T14:20:00,1.892307788305
2025-05-18T14:25:00,1.539036865053
2025-05-18T14:30:00,1.794527098231
2025-05-18T14:35:00,1.849449183822
2025-05-18T14:40:00,1.536538807758
2025-05-18T14:45:00,1.565243528188
2025-05-18T14:50:00,1.646924293497
2025-05-18T14:55:00,1.519974221129
2025-05-18T15:00:00,1.623874655348
2025-05-18T15:05:00,1.665348050883
2025-05-18T15:10:00,1.728145064578
2025-05-18T15:15:00,1.84508464179
2025-05-18T15:20:00,1.506200841134
2025-05-18T15:25:00,1.573108567713
2025-05-18T15:30:00,1.74627209802
2025-05-18T15:35:00,2.025104159455
2025-05-18T15:40:00,1.618320944885
2025-05-18T15:45:00,1.679615381701
2025-05-18T15:50:00,1.650739342827
2025-05-18T15:55:00,1.563277597654
2025-05-18T16:00:00,1.499823517005
2025-05-18T16:05:00,1.724924115972
2025-05-18T16:10:00,2.006689117248
2025-05-18T16:15:00,1.752512462934
2025-05-18T16:20:00,1.583343281566
2025-05-18T16:25:00,1.517044272909
2025-05-18T16:30:00,1.625867614537
2025-05-18T16:35:00,1.573647304949
2025-05-18T16:40:00,1.514097647527
2025-05-18T16:45:00,1.388617913727
2025-05-18T16:50:00,1.622797937439
2025-05-18T16:55:00,1.849963316865
2025-05-18T17:00:00,1.588101067682
2025-05-18T17:05:00,1.336109298281
2025-05-18T17:10:00,1.410507892212
2025-05-18T17:15:00,1.912027830277
